name,portion,food_source,calories,protein,carbs,fat,fiber,saturated_fat,trans_fat,monounsaturated_fat,polyunsaturated_fat,sugar,added_sugar,sodium,calcium,iron,magnesium,phosphorus,potassium,zinc,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b6,vitamin_b12,folate,cholesterol,water,caffeine,alcohol,is_favorite,nutritionist_id,external_id,created_at,updated_at
"Lambari, congelado, cru",100g,TACO,130.84,16.81,0.0,6.55,,,,,,,,47.92,1181.28,0.91,44.69,696.15,244.4,3.34,4.31,,,,,0.05,,3.3,,,,158.66,71.89,,,false,,taco_296,,
"Lambari, congelado, frito",100g,TACO,326.87,28.43,0.0,22.78,,,,,,,,64.55,1881.04,0.81,66.29,1067.28,331.17,5.62,9.45,,,,,0.25,0.03,8.93,0.04,,,246.32,40.14,,,false,,taco_297,,
"Lambari, fresco, cru",100g,TACO,151.6,15.65,0.0,9.4,,,,,,,,41.11,590.27,0.63,31.61,440.93,207.36,2.42,,,,,,,0.03,1.86,0.07,,,144.25,72.17,,,false,,taco_298,,
"Manjuba, com farinha de trigo, frita",100g,TACO,343.55,23.45,10.24,22.59,0.36,,,,,,,36.52,763.31,3.04,46.9,577.93,319.26,3.77,29.94,,,,,0.05,0.07,0.79,,,,281.75,41.3,,,false,,taco_299,,
"Manjuba, frita",100g,TACO,349.33,30.14,0.0,24.46,,,,,,,,40.61,575.03,0.92,31.66,735.43,318.18,3.23,12.07,,,,,0.03,0.03,7.27,,,,270.34,40.68,,,false,,taco_300,,
"Merluza, filé, assado",100g,TACO,121.91,26.6,0.0,0.92,,,,,,,,119.95,35.91,0.37,20.27,273.2,363.57,0.89,,,,,,0.05,,7.97,,,,90.97,70.73,,,false,,taco_301,,
"Merluza, filé, cru",100g,TACO,89.13,16.61,0.0,2.02,,,,,,,,79.5,20.4,0.19,27.02,184.57,339.53,0.33,,,,,,,,1.34,,,,57.18,82.07,,,false,,taco_302,,
"Merluza, filé, frito",100g,TACO,191.63,26.93,0.0,8.5,,,,,,,,89.96,35.63,0.38,38.14,278.93,446.62,0.56,,,,,,0.05,,0.77,,,,109.1,63.46,,,false,,taco_303,,
"Pescada, branca, crua",100g,TACO,110.88,16.26,0.0,4.59,,,,,,,,76.17,15.74,0.16,19.2,135.85,261.4,0.25,2.77,,,,,,0.04,0.6,,,,50.77,79.57,,,false,,taco_304,,
"Pescada, branca, frita",100g,TACO,223.04,27.36,0.0,11.78,,,,,,,,107.23,378.27,0.51,30.08,504.1,355.15,1.12,39.35,,,,,0.08,0.11,8.07,,,,165.44,57.0,,,false,,taco_305,,
"Pescada, filé, com farinha de trigo, frito",100g,TACO,283.43,21.44,5.03,19.11,,,,,,,,90.51,26.43,0.94,28.4,216.37,216.37,0.43,17.5,,,,,,0.03,0.6,,,,72.97,53.2,,,false,,taco_306,,
"Pescada, filé, cru",100g,TACO,107.21,16.65,0.0,4.0,,,,,,,,77.5,13.55,0.17,22.8,141.25,253.06,0.25,47.86,,,,,,0.05,3.1,,,,64.84,79.52,,,false,,taco_307,,
"Pescada, filé, frito",100g,TACO,154.27,28.59,0.0,3.57,,,,,,,,114.91,10.32,0.32,21.12,203.71,248.64,0.61,4.22,,,,,0.14,,8.87,,,,80.81,66.8,,,false,,taco_308,,
"Pescada, filé, molho escabeche",100g,TACO,141.96,11.75,5.02,8.02,0.78,,,,,,,51.29,20.12,1.47,18.06,105.46,208.24,0.29,,6.89,,,,,0.03,1.1,,,,43.4,74.53,,,false,,taco_309,,
"Pescadinha, crua",100g,TACO,76.41,15.48,0.0,1.14,,,,,,,,120.34,331.6,0.55,33.77,326.82,303.83,0.55,,,,,,0.08,,6.6,,,,83.61,80.62,,,false,,taco_310,,
"Pintado, assado",100g,TACO,191.56,36.45,0.0,3.98,,,,,,,,80.95,113.54,0.78,42.36,331.8,527.15,2.1,6.57,,,,,0.03,,6.63,,,,125.96,56.98,,,false,,taco_311,,
"Pintado, cru",100g,TACO,91.08,18.56,0.0,1.31,,,,,,,,43.34,12.0,0.22,23.7,174.47,293.65,0.39,,,,,,,,4.95,,,,50.3,80.27,,,false,,taco_312,,
"Pintado, grelhado",100g,TACO,152.19,30.8,0.0,2.29,,,,,,,,53.09,68.98,0.48,26.74,237.29,360.15,0.76,5.13,,,,,0.03,,2.87,,,,99.3,65.49,,,false,,taco_313,,
"Porquinho, cru",100g,TACO,93.02,20.49,0.0,0.61,,,,,,,,66.73,25.88,0.39,24.35,207.3,313.42,0.66,4.65,,,,,,,1.19,,,,48.61,79.17,,,false,,taco_314,,
"Salmão, filé, com pele, fresco,  grelhado",100g,TACO,228.73,23.92,0.0,14.04,,,,,,,,85.14,28.76,0.54,27.79,299.72,383.94,0.56,,,,,,0.13,0.06,5.35,,,,85.31,60.93,,,false,,taco_315,,
"Salmão, sem pele, fresco, cru",100g,TACO,169.78,19.25,0.0,9.71,,,,,,,,64.24,8.75,0.24,27.42,258.8,376.5,0.34,,,,,,0.2,0.03,3.21,,,,53.03,68.98,,,false,,taco_316,,
"Salmão, sem pele, fresco, grelhado",100g,TACO,242.71,26.14,0.0,14.53,,,,,,,,95.81,15.09,0.37,37.86,352.16,517.9,0.5,,,,,,0.23,0.03,6.3,,,,72.82,58.13,,,false,,taco_317,,
"Sardinha, assada",100g,TACO,164.35,32.18,0.0,2.99,,,,,,,,74.47,437.73,1.25,51.36,577.78,574.34,1.82,,,,,,0.06,,5.83,,,,108.99,60.08,,,false,,taco_318,,
"Sardinha, conserva em óleo",100g,TACO,284.98,15.94,0.0,24.05,,,,,,,,665.84,550.24,3.54,35.27,496.37,367.13,1.64,,,,,,0.42,0.04,6.55,,,,72.57,55.14,,,false,,taco_319,,
"Sardinha, frita",100g,TACO,257.04,33.38,0.0,12.69,,,,,,,,60.1,482.07,1.12,38.83,628.76,459.94,1.64,,,,,,0.06,,7.1,,,,102.87,48.49,,,false,,taco_320,,
"Sardinha, inteira, crua",100g,TACO,113.9,21.08,0.0,2.65,,,,,,,,60.39,167.33,1.34,28.53,293.9,312.37,1.29,,,,,,,0.07,7.7,,,,60.5,76.64,,,false,,taco_321,,
"Tucunaré, filé, congelado, cru",100g,TACO,87.69,17.96,-0.05,1.22,,,,,,,,56.55,19.22,0.27,25.64,167.87,288.06,0.44,,,,,,,0.05,0.9,,,,46.9,79.88,,,false,,taco_322,,
Apresuntado,100g,TACO,128.86,13.45,2.86,6.69,,,,,,,,942.93,22.58,0.88,15.26,225.39,270.07,1.65,,,,,,0.62,0.04,0.7,,,,37.67,73.72,,,false,,taco_323,,
"Caldo de carne, tablete",100g,TACO,240.62,7.82,15.05,16.57,0.58,,,,,,,22179.67,129.03,,22.06,123.04,218.15,,,,,,,0.7,0.07,,0.27,,,,2.93,,,false,,taco_324,,
"Caldo de galinha, tablete",100g,TACO,251.45,6.28,10.65,20.42,11.81,,,,,,,22299.9,16.36,0.69,12.79,48.06,68.03,0.26,,,,,,0.05,0.04,,,,,2.11,3.38,,,false,,taco_325,,
"Carne, bovina, acém, moído, cozido",100g,TACO,212.42,26.69,0.0,10.92,,,,,,,,52.36,4.03,2.65,17.07,164.44,255.71,8.1,,,,,,,0.32,1.76,,,,103.13,61.62,,,false,,taco_326,,
"Carne, bovina, acém, moído, cru",100g,TACO,136.56,19.42,0.0,5.95,,,,,,,,48.61,2.61,1.76,14.14,157.61,237.3,6.33,2.32,,,,,0.15,0.21,4.33,0.03,,,57.94,72.7,,,false,,taco_327,,
"Carne, bovina, acém, sem gordura, cozido",100g,TACO,214.61,27.27,0.0,10.88,,,,,,,,56.17,7.11,2.37,14.44,164.2,254.42,7.97,,,,,,,0.04,1.63,0.07,,,106.75,60.38,,,false,,taco_328,,
"Carne, bovina, acém, sem gordura, cru",100g,TACO,144.03,20.82,0.0,6.11,,,,,,,,49.85,4.72,1.51,13.28,144.19,233.65,5.21,2.17,,,,,0.12,0.12,2.33,,,,53.37,71.52,,,false,,taco_329,,
"Carne, bovina, almôndegas, cruas",100g,TACO,189.26,12.31,9.79,11.2,,,,,,,,621.25,22.23,1.56,23.75,144.93,328.24,2.33,,,,,,0.11,0.04,2.2,,,,33.6,64.28,,,false,,taco_330,,
"Carne, bovina, almôndegas, fritas",100g,TACO,271.81,18.16,14.29,15.78,,,,,,,,1030.26,26.76,1.91,48.12,244.3,536.1,2.61,,,,,,0.13,0.07,6.6,,,,36.38,48.09,,,false,,taco_331,,
"Carne, bovina, bucho, cozido",100g,TACO,133.02,21.64,0.0,4.5,,,,,,,,38.2,13.21,0.58,7.41,62.63,69.81,2.49,,,,,,,,2.18,,,,245.47,74.12,,,false,,taco_332,,
"Carne, bovina, bucho, cru",100g,TACO,137.3,20.53,0.0,5.5,,,,,,,,45.0,9.07,0.47,6.4,61.42,84.57,2.13,,,,,,,,2.13,,,,144.9,74.97,,,false,,taco_333,,
"Carne, bovina, capa de contra-filé, com gordura, crua",100g,TACO,216.91,19.2,0.0,14.96,,,,,,,,57.54,5.86,1.51,17.45,144.19,266.89,3.54,3.76,,,,,0.09,0.09,1.55,0.12,,,62.81,64.77,,,false,,taco_334,,
"Carne, bovina, capa de contra-filé, com gordura, grelhada",100g,TACO,311.7,30.69,0.0,20.03,,,,,,,,80.51,7.26,2.59,18.38,213.63,323.45,6.2,,,,,,,0.06,1.74,,,,120.43,47.88,,,false,,taco_335,,
"Carne, bovina, capa de contra-filé, sem gordura, crua",100g,TACO,131.06,21.54,0.0,4.33,,,,,,,,79.17,6.5,2.04,19.59,178.23,325.43,4.59,,,,,,,0.04,1.81,,,,58.35,72.99,,,false,,taco_336,,
"Carne, bovina, capa de contra-filé, sem gordura, grelhada",100g,TACO,239.44,35.06,-0.01,9.95,,,,,,,,82.75,8.84,2.84,25.61,287.38,384.84,7.64,,,,,,0.03,0.08,1.86,,,,80.29,53.74,,,false,,taco_337,,
"Carne, bovina, charque, cozido",100g,TACO,262.78,36.36,0.0,11.92,,,,,,,,1442.7,14.85,3.45,12.81,100.9,89.57,6.09,,,,,,0.05,0.07,1.5,,,,113.43,45.79,,,false,,taco_338,,
"Carne, bovina, charque, cru",100g,TACO,248.86,22.71,0.0,16.84,,,,,,,,5875.03,15.18,1.53,13.36,122.29,236.26,3.89,,,,,,0.12,0.07,1.63,,,,80.69,44.47,,,false,,taco_339,,
"Carne, bovina, contra-filé, à milanesa",100g,TACO,351.59,20.61,12.17,24.0,0.37,,,,,,,77.09,14.67,2.9,27.04,202.95,270.96,2.86,,,,,,0.07,0.04,3.02,,,,99.36,42.16,,,false,,taco_340,,
"Carne, bovina, contra-filé de costela, cru",100g,TACO,202.44,19.8,0.0,13.07,,,,,,,,38.52,3.16,1.56,14.0,163.85,245.07,4.35,3.05,,,,,0.14,0.08,2.68,,,,52.31,66.38,,,false,,taco_341,,
"Carne, bovina, contra-filé de costela, grelhado",100g,TACO,274.91,29.88,0.0,16.33,,,,,,,,50.88,4.29,2.79,23.57,251.89,382.74,6.68,,,,,,,0.19,2.75,0.17,,,97.87,52.19,,,false,,taco_342,,
"Carne, bovina, contra-filé, com gordura, cru",100g,TACO,205.86,21.15,0.0,12.81,,,,,,,,44.13,3.67,1.31,18.16,164.2,284.65,2.79,3.59,,,,,0.11,0.08,3.79,0.03,,,72.65,65.75,,,false,,taco_343,,
"Carne, bovina, contra-filé, com gordura, grelhado",100g,TACO,278.05,32.4,0.0,15.49,,,,,,,,57.07,4.46,2.35,18.66,218.54,351.86,4.78,,,,,,,0.18,4.91,0.13,,,143.86,51.71,,,false,,taco_344,,
"Carne, bovina, contra-filé, sem gordura, cru",100g,TACO,156.62,24.0,0.0,6.0,,,,,,,,52.89,4.2,1.68,20.63,183.82,334.62,3.24,,,,,,,0.2,4.64,,,,59.46,69.14,,,false,,taco_345,,
"Carne, bovina, contra-filé, sem gordura, grelhado",100g,TACO,193.69,35.88,0.0,4.49,,,,,,,,57.51,5.0,2.35,21.06,240.6,386.47,5.14,,,,,,,0.17,4.93,0.16,,,101.9,57.53,,,false,,taco_346,,
"Carne, bovina, costela, assada",100g,TACO,373.04,28.81,0.0,27.72,,,,,,,,91.86,28.01,2.18,19.55,179.05,270.01,5.45,,,,,,,0.08,0.56,0.35,,,94.59,43.19,,,false,,taco_347,,
"Carne, bovina, costela, crua",100g,TACO,357.72,16.71,0.0,31.75,,,,,,,,70.0,,1.2,11.68,129.97,151.16,2.7,4.57,,,,,0.12,0.11,5.99,,,,44.19,52.73,,,false,,taco_348,,
"Carne, bovina, coxão duro, sem gordura, cozido",100g,TACO,216.62,31.88,0.0,8.92,,,,,,,,41.1,3.98,1.7,13.79,188.97,251.66,4.97,2.06,,,,,,,3.26,,,,71.1,58.53,,,false,,taco_349,,
"Carne, bovina, coxão duro, sem gordura, cru",100g,TACO,147.97,21.51,0.0,6.22,,,,,,,,48.55,2.95,1.89,21.11,188.51,357.88,2.81,2.07,,,,,0.12,0.2,4.38,,,,59.98,69.8,,,false,,taco_350,,
"Carne, bovina, coxão mole, sem gordura, cozido",100g,TACO,218.68,32.38,0.0,8.91,,,,,,,,43.5,3.73,2.56,13.47,182.67,238.51,4.7,2.47,,,,,,,4.09,,,,84.15,58.04,,,false,,taco_351,,
"Carne, bovina, coxão mole, sem gordura, cru",100g,TACO,169.07,21.23,0.0,8.69,,,,,,,,60.53,2.99,1.89,20.72,175.4,334.9,2.63,2.61,,,,,0.12,0.19,2.32,,,,83.82,68.6,,,false,,taco_352,,
"Carne, bovina, cupim, assado",100g,TACO,330.1,28.63,0.0,23.04,,,,,,,,71.59,7.62,2.7,18.21,212.27,321.07,5.29,,,,,,,0.08,2.16,0.14,,,90.8,48.42,,,false,,taco_353,,
"Carne, bovina, cupim, cru",100g,TACO,221.4,19.54,0.0,15.3,,,,,,,,46.86,3.57,1.13,12.76,220.13,150.58,2.42,2.7,,,,,0.11,0.05,3.33,0.03,,,50.95,64.83,,,false,,taco_354,,
"Carne, bovina, fígado, cru",100g,TACO,141.05,20.71,1.11,5.36,,,,,,,,75.92,4.16,5.63,12.42,334.16,264.5,3.46,7936.7,,,,,0.14,0.9,10.66,,,,392.88,71.33,,,false,,taco_355,,
"Carne, bovina, fígado, grelhado",100g,TACO,225.03,29.86,4.2,9.01,,,,,,,,82.19,5.56,5.79,9.7,419.92,309.37,3.95,14574.0,,,,,0.21,2.69,11.92,,,,601.47,54.97,,,false,,taco_356,,
"Carne, bovina, filé mingnon, sem gordura, cru",100g,TACO,142.86,21.6,0.0,5.61,,,,,,,,48.86,2.93,1.92,21.39,192.76,321.53,2.75,3.63,,,,,0.12,0.1,1.78,0.04,,,54.76,71.89,,,false,,taco_357,,
"Carne, bovina, filé mingnon, sem gordura, grelhado",100g,TACO,219.7,32.8,0.0,8.83,,,,,,,,57.91,4.31,2.87,28.26,308.14,325.98,4.13,,,,,,0.03,0.08,4.27,0.05,,,102.88,57.0,,,false,,taco_358,,
"Carne, bovina, flanco, sem gordura, cozido",100g,TACO,195.58,29.38,0.0,7.77,,,,,,,,41.68,3.53,2.77,13.61,181.45,248.8,5.55,1.76,,,,,,,2.32,,,,62.0,61.98,,,false,,taco_359,,
"Carne, bovina, flanco, sem gordura, cru",100g,TACO,141.46,20.0,0.0,6.22,,,,,,,,54.22,2.81,1.58,17.85,166.73,324.11,4.45,2.02,,,,,0.11,0.16,3.28,,,,50.3,72.07,,,false,,taco_360,,
"Carne, bovina, fraldinha, com gordura, cozida",100g,TACO,338.45,24.24,0.0,26.05,,,,,,,,38.78,3.21,2.03,14.48,160.58,206.76,6.5,,,,,,,0.05,1.61,0.07,,,64.87,49.72,,,false,,taco_361,,
"Carne, bovina, fraldinha, com gordura, crua",100g,TACO,220.72,17.58,0.0,16.15,,,,,,,,51.2,3.11,1.54,16.12,131.4,274.12,4.19,4.64,,,,,0.08,0.07,3.56,0.03,,,54.34,65.44,,,false,,taco_362,,
"Carne, bovina, lagarto, cozido",100g,TACO,222.47,32.86,0.0,9.11,,,,,,,,47.54,3.53,1.85,12.96,167.27,254.44,6.96,2.9,,,,,,,2.55,,,,55.7,57.63,,,false,,taco_363,,
"Carne, bovina, lagarto, cru",100g,TACO,134.86,20.54,0.0,5.23,,,,,,,,53.56,2.59,1.32,19.67,184.72,361.84,2.39,1.99,,,,,0.1,0.14,2.19,0.03,,,55.79,70.97,,,false,,taco_364,,
"Carne, bovina, língua, cozida",100g,TACO,314.9,21.37,0.0,24.8,,,,,,,,59.06,5.93,2.07,11.54,136.46,175.29,4.09,,,,,,,0.08,1.83,,,,105.07,53.41,,,false,,taco_365,,
"Carne, bovina, língua, crua",100g,TACO,215.25,17.09,0.0,15.77,,,,,,,,73.05,5.04,1.7,15.3,163.57,250.71,2.87,,,,,,0.05,0.04,1.18,,,,117.85,65.02,,,false,,taco_366,,
"Carne, bovina, maminha, crua",100g,TACO,152.77,20.93,0.0,7.03,,,,,,,,37.42,2.83,1.15,15.66,181.32,273.66,3.48,3.18,,,,,0.12,0.08,4.27,0.03,,,50.8,69.99,,,false,,taco_367,,
"Carne, bovina, maminha, grelhada",100g,TACO,153.09,30.74,0.0,2.42,,,,,,,,58.12,4.17,2.43,20.89,237.48,386.42,5.58,,,,,,,0.04,1.46,0.13,,,87.7,65.28,,,false,,taco_368,,
"Carne, bovina, miolo de alcatra, sem gordura, cru",100g,TACO,162.87,21.61,0.0,7.83,,,,,,,,43.05,3.19,1.97,20.02,165.09,298.74,2.96,3.52,,,,,0.12,0.07,3.59,,,,60.37,69.49,,,false,,taco_369,,
"Carne, bovina, miolo de alcatra, sem gordura, grelhado",100g,TACO,241.36,31.93,0.0,11.64,,,,,,,,51.62,4.51,3.17,25.97,279.24,385.11,4.82,,,,,,0.03,0.05,4.66,0.05,,,92.2,52.43,,,false,,taco_370,,
"Carne, bovina, músculo, sem gordura, cozido",100g,TACO,193.8,31.23,0.0,6.7,,,,,,,,61.79,4.98,2.36,13.42,175.7,252.56,6.44,1.91,,,,,,,1.97,,,,56.15,62.82,,,false,,taco_371,,
"Carne, bovina, músculo, sem gordura, cru",100g,TACO,141.58,21.56,0.0,5.49,,,,,,,,66.08,3.64,1.86,17.45,162.19,295.84,3.65,1.91,,,,,0.09,0.19,2.79,0.04,,,50.94,72.35,,,false,,taco_372,,
"Carne, bovina, paleta, com gordura, crua",100g,TACO,158.71,21.41,0.0,7.46,,,,,,,,64.9,4.36,1.76,14.15,157.6,249.68,3.65,,,,,,,0.04,0.91,,,,58.26,70.62,,,false,,taco_373,,
"Carne, bovina, paleta, sem gordura, cozida",100g,TACO,193.65,29.72,0.0,7.4,,,,,,,,57.62,5.64,2.17,17.66,197.45,249.81,6.82,,,,,,0.03,0.04,2.16,,,,55.61,62.94,,,false,,taco_374,,
"Carne, bovina, paleta, sem gordura, crua",100g,TACO,140.94,21.03,0.0,5.67,,,,,,,,65.86,3.62,1.93,17.51,163.36,319.43,3.34,3.27,,,,,0.13,0.21,2.67,,,,42.25,72.08,,,false,,taco_375,,
"Carne, bovina, patinho, sem gordura, cru",100g,TACO,133.47,21.72,0.0,4.51,,,,,,,,49.13,3.3,1.78,20.1,170.37,317.61,4.47,1.51,,,,,0.11,0.08,3.61,,,,55.61,72.91,,,false,,taco_376,,
"Carne, bovina, patinho, sem gordura, grelhado",100g,TACO,219.26,35.9,0.0,7.31,,,,,,,,60.29,4.8,3.03,27.26,288.84,420.96,8.09,,,,,,0.04,0.03,3.01,,,,125.68,55.15,,,false,,taco_377,,
"Carne, bovina, peito, sem gordura, cozido",100g,TACO,338.47,22.25,0.0,26.99,,,,,,,,55.71,4.03,1.6,13.87,135.96,204.49,3.89,,,,,,,0.3,4.54,,,,99.54,51.18,,,false,,taco_378,,
"Carne, bovina, peito, sem gordura, cru",100g,TACO,259.28,17.56,0.0,20.43,,,,,,,,63.76,3.94,1.31,15.32,124.36,241.4,2.63,4.25,,,,,0.11,0.07,3.91,0.03,,,59.3,61.49,,,false,,taco_379,,
"Carne, bovina, picanha, com gordura, crua",100g,TACO,212.88,18.82,0.0,14.69,,,,,,,,37.62,2.42,1.71,14.22,165.29,231.65,3.77,3.46,,,,,0.13,0.16,4.77,,,,59.55,65.64,,,false,,taco_380,,
"Carne, bovina, picanha, com gordura, grelhada",100g,TACO,288.77,26.42,0.0,19.51,,,,,,,,60.0,4.0,3.2,24.0,246.0,355.0,5.5,,,,,,0.03,0.06,1.6,0.13,,,91.76,53.39,,,false,,taco_381,,
"Carne, bovina, picanha, sem gordura, crua",100g,TACO,133.52,21.25,0.0,4.74,,,,,,,,61.15,3.39,2.13,20.25,183.05,322.5,4.23,,,,,,,0.05,1.89,,,,75.23,72.42,,,false,,taco_382,,
"Carne, bovina, picanha, sem gordura, grelhada",100g,TACO,238.47,31.91,0.0,11.33,,,,,,,,60.66,4.43,3.55,25.42,281.91,376.6,6.7,,,,,,,0.08,1.82,0.03,,,99.71,54.63,,,false,,taco_383,,
"Carne, bovina, seca, cozida",100g,TACO,312.8,26.93,0.0,21.93,,,,,,,,1943.18,12.76,1.88,11.9,82.38,86.03,7.7,,,,,,,0.06,2.32,,,,100.14,47.19,,,false,,taco_384,,
"Carne, bovina, seca, crua",100g,TACO,312.75,19.66,0.0,25.37,,,,,,,,4439.55,14.11,1.33,12.22,100.0,190.15,3.65,,,,,,,0.07,2.83,,,,91.55,39.24,,,false,,taco_385,,
"Coxinha de frango, frita",100g,TACO,283.05,9.61,34.52,11.84,4.97,,,,,,,532.13,18.33,1.26,16.78,92.54,166.21,0.51,,,,,,0.09,,2.6,,,,14.81,42.21,,,false,,taco_386,,
"Croquete, de carne, cru",100g,TACO,245.77,12.04,13.95,15.56,,,,,,,,710.64,15.5,2.51,23.64,144.18,221.4,2.67,,,,,,0.11,0.04,1.95,,,,29.85,55.96,,,false,,taco_387,,
"Croquete, de carne, frito",100g,TACO,346.74,16.86,18.15,22.67,,,,,,,,916.41,18.09,2.31,29.52,176.26,313.02,3.3,,,,,,0.14,0.04,4.77,,,,38.1,39.23,,,false,,taco_388,,
"Empada de frango, pré-cozida, assada",100g,TACO,358.19,6.94,47.49,15.61,2.16,,,,,,,524.93,15.61,1.19,18.3,77.62,137.66,0.64,,,,,,0.12,,,,,,22.72,28.19,,,false,,taco_389,,
"Empada, de frango, pré-cozida",100g,TACO,377.48,7.34,35.53,22.89,2.22,,,,,,,770.73,13.56,0.75,17.33,77.94,156.36,0.5,,,,,,0.11,,,0.03,,,23.28,32.03,,,false,,taco_390,,
"Frango, asa, com pele, crua",100g,TACO,213.19,18.1,0.0,15.07,,,,,,,,96.3,10.92,0.57,23.22,154.79,211.16,1.25,10.37,,,,,0.11,0.04,2.58,,,,113.45,67.47,,,false,,taco_391,,
"Frango, caipira, inteiro, com pele, cozido",100g,TACO,242.89,23.88,0.0,15.62,,,,,,,,56.09,16.76,1.66,18.35,161.94,210.01,1.7,16.16,,,,,0.03,,6.33,,,,109.55,59.69,,,false,,taco_392,,
"Frango, caipira, inteiro, sem pele, cozido",100g,TACO,195.76,29.57,0.0,7.7,,,,,,,,53.24,66.14,2.12,23.17,209.6,223.59,2.66,6.05,,,,,0.03,0.03,9.2,,,,105.52,61.42,,,false,,taco_393,,
"Frango, coração, cru",100g,TACO,221.5,12.58,0.0,18.6,,,,,,,,95.06,5.51,4.09,19.83,193.39,220.07,2.01,9.39,,,,,0.23,0.35,3.39,,,,159.24,69.05,,,false,,taco_394,,
"Frango, coração, grelhado",100g,TACO,207.27,22.44,0.61,12.1,,,,,,,,128.24,8.35,6.53,20.12,275.78,242.69,3.45,,,,,,0.2,0.19,9.7,,,,280.36,63.51,,,false,,taco_395,,
"Frango, coxa, com pele, assada",100g,TACO,215.12,28.49,0.06,10.36,,,,,,,,94.84,8.34,1.22,13.93,251.35,318.11,2.55,5.97,,,,,0.05,0.05,10.4,,,,145.48,59.79,,,false,,taco_396,,
"Frango, coxa, com pele, crua",100g,TACO,161.47,17.09,0.0,9.81,,,,,,,,94.96,8.0,0.7,25.81,185.34,274.73,1.97,10.02,,,,,0.16,0.05,2.04,,,,97.4,72.85,,,false,,taco_397,,
"Frango, coxa, sem pele, cozida",100g,TACO,167.43,26.86,0.0,5.85,,,,,,,,64.34,11.78,0.83,11.14,186.74,191.14,2.83,,,,,,0.07,,8.2,,,,132.92,66.66,,,false,,taco_398,,
"Frango, coxa, sem pele, crua",100g,TACO,119.95,17.81,0.02,4.86,,,,,,,,98.37,7.97,0.78,27.23,196.48,291.19,2.24,11.66,,,,,0.17,0.05,3.53,,,,90.56,76.42,,,false,,taco_399,,
"Frango, fígado, cru",100g,TACO,106.48,17.59,-0.02,3.49,,,,,,,,82.43,5.61,9.54,27.83,343.9,280.5,3.73,3863.33,,,,,0.62,0.56,6.36,,,,340.58,77.75,,,false,,taco_400,,
"Frango, filé, à milanesa",100g,TACO,220.87,28.46,7.51,7.79,1.13,,,,,,,122.33,8.91,1.08,34.83,249.35,407.56,0.84,6.61,,,,,0.05,0.04,11.07,0.52,,,84.32,54.89,,,false,,taco_401,,
"Frango, inteiro, com pele, cru",100g,TACO,226.32,16.44,0.0,17.31,,,,,,,,62.88,6.3,0.62,24.3,173.55,217.24,1.12,7.0,,,,,0.08,0.03,3.28,,,,84.84,66.54,,,false,,taco_402,,
"Frango, inteiro, sem pele, assado",100g,TACO,187.34,28.02,0.0,7.5,,,,,,,,70.27,9.06,0.55,13.88,232.94,283.27,1.58,,,,,,0.09,,11.2,,,,110.94,63.2,,,false,,taco_403,,
"Frango, inteiro, sem pele, cozido",100g,TACO,170.39,24.99,0.0,7.06,,,,,,,,50.89,8.18,0.46,12.35,193.67,216.53,1.24,,,,,,0.1,,12.83,,,,98.93,67.45,,,false,,taco_404,,
"Frango, inteiro, sem pele, cru",100g,TACO,129.1,20.59,0.0,4.57,,,,,,,,72.96,6.52,0.54,27.04,190.48,237.68,1.24,3.67,,,,,0.12,0.03,3.28,,,,78.24,74.86,,,false,,taco_405,,
"Frango, peito, com pele, assado",100g,TACO,211.68,33.42,0.0,7.65,,,,,,,,55.7,8.26,0.48,18.14,297.02,380.31,0.95,6.23,,,,,0.12,,15.8,,,,109.03,58.54,,,false,,taco_406,,
"Frango, peito, com pele, cru",100g,TACO,149.47,20.78,0.0,6.73,,,,,,,,62.31,8.42,0.44,28.29,212.97,251.82,0.6,4.0,,,,,0.09,,2.58,,,,79.93,71.94,,,false,,taco_407,,
"Frango, peito, sem pele, cozido",100g,TACO,162.87,31.47,0.0,3.16,,,,,,,,36.17,6.44,0.34,13.76,224.43,231.05,0.95,,,,,,0.1,,7.6,,,,88.51,65.57,,,false,,taco_408,,
"Frango, peito, sem pele, cru",100g,TACO,119.16,21.53,0.0,3.02,,,,,,,,56.14,7.36,0.43,31.26,222.03,267.09,0.66,2.0,,,,,0.1,,5.86,,,,58.68,74.79,,,false,,taco_409,,
"Frango, peito, sem pele, grelhado",100g,TACO,159.19,32.03,0.0,2.48,,,,,,,,50.25,5.34,0.33,18.27,295.01,387.37,0.78,,,,,,0.11,,24.83,,,,89.12,63.81,,,false,,taco_410,,
"Frango, sobrecoxa, com pele, assada",100g,TACO,259.6,28.7,0.0,15.19,,,,,,,,95.94,10.68,1.21,14.6,252.23,323.07,2.17,8.22,,,,,0.1,0.05,11.2,,,,158.26,55.0,,,false,,taco_411,,
"Frango, sobrecoxa, com pele, crua",100g,TACO,254.53,15.46,0.0,20.9,,,,,,,,68.27,7.09,0.71,21.5,154.19,190.19,1.31,6.59,,,,,0.09,0.06,3.4,,,,87.63,63.58,,,false,,taco_412,,
"Frango, sobrecoxa, sem pele, assada",100g,TACO,232.88,29.18,0.0,12.01,,,,,,,,106.08,12.25,1.17,17.23,281.34,382.21,2.18,10.7,,,,,0.1,0.05,10.2,,,,145.11,55.63,,,false,,taco_413,,
